row,col,value,Model,Data,Rep
Ulvophyceae,Magnoliosida,1,Random Forest,Drone,Rep_10
Xanthophyceae,Magnoliosida,1,Random Forest,Drone,Rep_10
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_10
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_10
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_10
Phaephyceae,Phaephyceae,21,Random Forest,Drone,Rep_10
Ulvophyceae,Phaephyceae,1,Random Forest,Drone,Rep_10
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_10
Bacillariophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_10
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_10
Magnoliosida,Ulvophyceae,0,Random Forest,Drone,Rep_10
Phaephyceae,Ulvophyceae,0,Random Forest,Drone,Rep_10
Ulvophyceae,Ulvophyceae,26,Random Forest,Drone,Rep_10
Xanthophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_10
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_10
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_10
Magnoliosida,Xanthophyceae,0,Random Forest,Drone,Rep_10
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_10
Ulvophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_10
Xanthophyceae,Xanthophyceae,4,Random Forest,Drone,Rep_10
Bacillariophyceae,Bacillariophyceae,14,Random Forest,Drone,Rep_11
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_11
Magnoliosida,Bacillariophyceae,1,Random Forest,Drone,Rep_11
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_11
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_11
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_11
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_11
Bare Sediment,Bare Sediment,7,Random Forest,Drone,Rep_11
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_11
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_11
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_11
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_11
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_11
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_11
Magnoliosida,Magnoliosida,19,Random Forest,Drone,Rep_11
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_11
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_11
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_11
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_11
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_11
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_11
Phaephyceae,Phaephyceae,12,Random Forest,Drone,Rep_11
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_11
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_11
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_11
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_11
Magnoliosida,Ulvophyceae,1,Random Forest,Drone,Rep_11
Phaephyceae,Ulvophyceae,0,Random Forest,Drone,Rep_11
Ulvophyceae,Ulvophyceae,28,Random Forest,Drone,Rep_11
Xanthophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_11
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_11
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_11
Magnoliosida,Xanthophyceae,0,Random Forest,Drone,Rep_11
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_11
Ulvophyceae,Xanthophyceae,3,Random Forest,Drone,Rep_11
Xanthophyceae,Xanthophyceae,8,Random Forest,Drone,Rep_11
Bacillariophyceae,Bacillariophyceae,8,Random Forest,Drone,Rep_12
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_12
Magnoliosida,Bacillariophyceae,0,Random Forest,Drone,Rep_12
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_12
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_12
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_12
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_12
Bare Sediment,Bare Sediment,5,Random Forest,Drone,Rep_12
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_12
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_12
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_12
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_12
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_12
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_12
Magnoliosida,Magnoliosida,25,Random Forest,Drone,Rep_12
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_12
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_12
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_12
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_12
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_12
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_12
Phaephyceae,Phaephyceae,18,Random Forest,Drone,Rep_12
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_12
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_12
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_12
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_12
Magnoliosida,Ulvophyceae,1,Random Forest,Drone,Rep_12
Phaephyceae,Ulvophyceae,0,Random Forest,Drone,Rep_12
Ulvophyceae,Ulvophyceae,28,Random Forest,Drone,Rep_12
Xanthophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_12
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_12
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_12
Magnoliosida,Xanthophyceae,1,Random Forest,Drone,Rep_12
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_12
Ulvophyceae,Xanthophyceae,1,Random Forest,Drone,Rep_12
Xanthophyceae,Xanthophyceae,6,Random Forest,Drone,Rep_12
Bacillariophyceae,Bacillariophyceae,7,Random Forest,Drone,Rep_13
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_13
Magnoliosida,Bacillariophyceae,2,Random Forest,Drone,Rep_13
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_13
Ulvophyceae,Bacillariophyceae,1,Random Forest,Drone,Rep_13
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_13
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_13
Bare Sediment,Bare Sediment,8,Random Forest,Drone,Rep_13
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_13
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_13
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_13
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_13
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_13
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_13
Magnoliosida,Magnoliosida,23,Random Forest,Drone,Rep_13
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_13
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_13
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_13
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_13
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_13
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_13
Phaephyceae,Phaephyceae,14,Random Forest,Drone,Rep_13
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_13
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_13
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_13
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_13
Magnoliosida,Ulvophyceae,0,Random Forest,Drone,Rep_13
Phaephyceae,Ulvophyceae,0,Random Forest,Drone,Rep_13
Ulvophyceae,Ulvophyceae,30,Random Forest,Drone,Rep_13
Xanthophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_13
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_13
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_13
Magnoliosida,Xanthophyceae,2,Random Forest,Drone,Rep_13
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_13
Ulvophyceae,Xanthophyceae,1,Random Forest,Drone,Rep_13
Xanthophyceae,Xanthophyceae,5,Random Forest,Drone,Rep_13
Bacillariophyceae,Bacillariophyceae,5,Random Forest,Drone,Rep_14
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_14
Magnoliosida,Bacillariophyceae,0,Random Forest,Drone,Rep_14
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_14
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_14
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_14
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_14
Bare Sediment,Bare Sediment,8,Random Forest,Drone,Rep_14
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_14
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_14
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_14
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_14
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_14
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_14
Magnoliosida,Magnoliosida,24,Random Forest,Drone,Rep_14
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_14
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_14
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_14
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_14
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_14
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_14
Phaephyceae,Phaephyceae,14,Random Forest,Drone,Rep_14
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_14
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_14
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_14
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_14
Magnoliosida,Ulvophyceae,1,Random Forest,Drone,Rep_14
Phaephyceae,Ulvophyceae,1,Random Forest,Drone,Rep_14
Ulvophyceae,Ulvophyceae,32,Random Forest,Drone,Rep_14
Xanthophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_14
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_14
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_14
Magnoliosida,Xanthophyceae,1,Random Forest,Drone,Rep_14
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_14
Ulvophyceae,Xanthophyceae,2,Random Forest,Drone,Rep_14
Xanthophyceae,Xanthophyceae,4,Random Forest,Drone,Rep_14
Bacillariophyceae,Bacillariophyceae,8,Random Forest,Drone,Rep_15
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_15
Magnoliosida,Bacillariophyceae,1,Random Forest,Drone,Rep_15
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_15
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_15
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_15
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_15
Bare Sediment,Bare Sediment,8,Random Forest,Drone,Rep_15
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_15
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_15
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_15
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_15
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_15
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_15
Magnoliosida,Magnoliosida,24,Random Forest,Drone,Rep_15
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_15
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_15
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_15
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_15
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_15
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_15
Phaephyceae,Phaephyceae,16,Random Forest,Drone,Rep_15
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_15
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_15
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_15
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_15
Magnoliosida,Ulvophyceae,0,Random Forest,Drone,Rep_15
Phaephyceae,Ulvophyceae,1,Random Forest,Drone,Rep_15
Ulvophyceae,Ulvophyceae,30,Random Forest,Drone,Rep_15
Xanthophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_15
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_15
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_15
Magnoliosida,Xanthophyceae,0,Random Forest,Drone,Rep_15
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_15
Ulvophyceae,Xanthophyceae,1,Random Forest,Drone,Rep_15
Xanthophyceae,Xanthophyceae,4,Random Forest,Drone,Rep_15
Bacillariophyceae,Bacillariophyceae,6,Random Forest,Drone,Rep_16
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_16
Magnoliosida,Bacillariophyceae,0,Random Forest,Drone,Rep_16
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_16
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_16
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_16
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_16
Bare Sediment,Bare Sediment,8,Random Forest,Drone,Rep_16
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_16
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_16
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_16
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_16
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_16
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_16
Magnoliosida,Magnoliosida,21,Random Forest,Drone,Rep_16
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_16
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_16
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_16
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_16
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_16
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_16
Phaephyceae,Phaephyceae,17,Random Forest,Drone,Rep_16
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_16
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_16
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_16
Bare Sediment,Ulvophyceae,1,Random Forest,Drone,Rep_16
Magnoliosida,Ulvophyceae,0,Random Forest,Drone,Rep_16
Phaephyceae,Ulvophyceae,1,Random Forest,Drone,Rep_16
Ulvophyceae,Ulvophyceae,28,Random Forest,Drone,Rep_16
Xanthophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_16
Bacillariophyceae,Xanthophyceae,2,Random Forest,Drone,Rep_16
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_16
Magnoliosida,Xanthophyceae,0,Random Forest,Drone,Rep_16
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_16
Ulvophyceae,Xanthophyceae,1,Random Forest,Drone,Rep_16
Xanthophyceae,Xanthophyceae,8,Random Forest,Drone,Rep_16
Bacillariophyceae,Bacillariophyceae,4,Random Forest,Drone,Rep_17
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_17
Magnoliosida,Bacillariophyceae,0,Random Forest,Drone,Rep_17
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_17
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_17
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_17
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_17
Bare Sediment,Bare Sediment,8,Random Forest,Drone,Rep_17
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_17
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_17
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_17
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_17
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_17
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_17
Magnoliosida,Magnoliosida,24,Random Forest,Drone,Rep_17
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_17
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_17
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_17
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_17
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_17
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_17
Phaephyceae,Phaephyceae,18,Random Forest,Drone,Rep_17
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_17
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_17
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_17
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_17
Magnoliosida,Ulvophyceae,1,Random Forest,Drone,Rep_17
Phaephyceae,Ulvophyceae,0,Random Forest,Drone,Rep_17
Ulvophyceae,Ulvophyceae,30,Random Forest,Drone,Rep_17
Xanthophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_17
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_17
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_17
Magnoliosida,Xanthophyceae,1,Random Forest,Drone,Rep_17
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_17
Ulvophyceae,Xanthophyceae,2,Random Forest,Drone,Rep_17
Xanthophyceae,Xanthophyceae,6,Random Forest,Drone,Rep_17
Bacillariophyceae,Bacillariophyceae,5,Random Forest,Drone,Rep_18
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_18
Magnoliosida,Bacillariophyceae,0,Random Forest,Drone,Rep_18
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_18
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_18
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_18
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_18
Bare Sediment,Bare Sediment,9,Random Forest,Drone,Rep_18
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_18
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_18
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_18
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_18
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_18
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_18
Magnoliosida,Magnoliosida,22,Random Forest,Drone,Rep_18
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_18
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_18
Xanthophyceae,Magnoliosida,1,Random Forest,Drone,Rep_18
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_18
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_18
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_18
Phaephyceae,Phaephyceae,18,Random Forest,Drone,Rep_18
Ulvophyceae,Phaephyceae,0,Random Forest,Drone,Rep_18
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_18
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_18
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_18
Magnoliosida,Ulvophyceae,1,Random Forest,Drone,Rep_18
Phaephyceae,Ulvophyceae,2,Random Forest,Drone,Rep_18
Ulvophyceae,Ulvophyceae,27,Random Forest,Drone,Rep_18
Xanthophyceae,Ulvophyceae,2,Random Forest,Drone,Rep_18
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_18
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_18
Magnoliosida,Xanthophyceae,0,Random Forest,Drone,Rep_18
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_18
Ulvophyceae,Xanthophyceae,1,Random Forest,Drone,Rep_18
Xanthophyceae,Xanthophyceae,6,Random Forest,Drone,Rep_18
Bacillariophyceae,Bacillariophyceae,7,Random Forest,Drone,Rep_19
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_19
Magnoliosida,Bacillariophyceae,0,Random Forest,Drone,Rep_19
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_19
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_19
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_19
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_19
Bare Sediment,Bare Sediment,12,Random Forest,Drone,Rep_19
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_19
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_19
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_19
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_19
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_19
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_19
Magnoliosida,Magnoliosida,19,Random Forest,Drone,Rep_19
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_19
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_19
Xanthophyceae,Magnoliosida,0,Random Forest,Drone,Rep_19
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_19
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_19
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_19
Phaephyceae,Phaephyceae,15,Random Forest,Drone,Rep_19
Ulvophyceae,Phaephyceae,1,Random Forest,Drone,Rep_19
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_19
Bacillariophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_19
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_19
Magnoliosida,Ulvophyceae,0,Random Forest,Drone,Rep_19
Phaephyceae,Ulvophyceae,0,Random Forest,Drone,Rep_19
Ulvophyceae,Ulvophyceae,28,Random Forest,Drone,Rep_19
Xanthophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_19
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_19
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_19
Magnoliosida,Xanthophyceae,1,Random Forest,Drone,Rep_19
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_19
Ulvophyceae,Xanthophyceae,5,Random Forest,Drone,Rep_19
Xanthophyceae,Xanthophyceae,6,Random Forest,Drone,Rep_19
Bacillariophyceae,Bacillariophyceae,6,Random Forest,Drone,Rep_20
Bare Sediment,Bacillariophyceae,0,Random Forest,Drone,Rep_20
Magnoliosida,Bacillariophyceae,0,Random Forest,Drone,Rep_20
Phaephyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_20
Ulvophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_20
Xanthophyceae,Bacillariophyceae,0,Random Forest,Drone,Rep_20
Bacillariophyceae,Bare Sediment,0,Random Forest,Drone,Rep_20
Bare Sediment,Bare Sediment,9,Random Forest,Drone,Rep_20
Magnoliosida,Bare Sediment,0,Random Forest,Drone,Rep_20
Phaephyceae,Bare Sediment,0,Random Forest,Drone,Rep_20
Ulvophyceae,Bare Sediment,0,Random Forest,Drone,Rep_20
Xanthophyceae,Bare Sediment,0,Random Forest,Drone,Rep_20
Bacillariophyceae,Magnoliosida,0,Random Forest,Drone,Rep_20
Bare Sediment,Magnoliosida,0,Random Forest,Drone,Rep_20
Magnoliosida,Magnoliosida,20,Random Forest,Drone,Rep_20
Phaephyceae,Magnoliosida,0,Random Forest,Drone,Rep_20
Ulvophyceae,Magnoliosida,0,Random Forest,Drone,Rep_20
Xanthophyceae,Magnoliosida,2,Random Forest,Drone,Rep_20
Bacillariophyceae,Phaephyceae,0,Random Forest,Drone,Rep_20
Bare Sediment,Phaephyceae,0,Random Forest,Drone,Rep_20
Magnoliosida,Phaephyceae,0,Random Forest,Drone,Rep_20
Phaephyceae,Phaephyceae,17,Random Forest,Drone,Rep_20
Ulvophyceae,Phaephyceae,1,Random Forest,Drone,Rep_20
Xanthophyceae,Phaephyceae,0,Random Forest,Drone,Rep_20
Bacillariophyceae,Ulvophyceae,1,Random Forest,Drone,Rep_20
Bare Sediment,Ulvophyceae,0,Random Forest,Drone,Rep_20
Magnoliosida,Ulvophyceae,0,Random Forest,Drone,Rep_20
Phaephyceae,Ulvophyceae,1,Random Forest,Drone,Rep_20
Ulvophyceae,Ulvophyceae,28,Random Forest,Drone,Rep_20
Xanthophyceae,Ulvophyceae,0,Random Forest,Drone,Rep_20
Bacillariophyceae,Xanthophyceae,0,Random Forest,Drone,Rep_20
Bare Sediment,Xanthophyceae,0,Random Forest,Drone,Rep_20
Magnoliosida,Xanthophyceae,1,Random Forest,Drone,Rep_20
Phaephyceae,Xanthophyceae,0,Random Forest,Drone,Rep_20
Ulvophyceae,Xanthophyceae,1,Random Forest,Drone,Rep_20
Xanthophyceae,Xanthophyceae,7,Random Forest,Drone,Rep_20
Bacillariophyceae,Bacillariophyceae,10,Random Forest,PRISMA,Rep_1
Bare Sediment,Bacillariophyceae,0,Random Forest,PRISMA,Rep_1
Magnoliosida,Bacillariophyceae,0,Random Forest,PRISMA,Rep_1
Phaephyceae,Bacillariophyceae,0,Random Forest,PRISMA,Rep_1
Ulvophyceae,Bacillariophyceae,0,Random Forest,PRISMA,Rep_1
Xanthophyceae,Bacillariophyceae,0,Random Forest,PRISMA,Rep_1
Bacillariophyceae,Bare Sediment,0,Random Forest,PRISMA,Rep_1
Bare Sediment,Bare Sediment,8,Random Forest,PRISMA,Rep_1
Magnoliosida,Bare Sediment,0,Random Forest,PRISMA,Rep_1
Phaephyceae,Bare Sediment,0,Random Forest,PRISMA,Rep_1
Ulvophyceae,Bare Sediment,0,Random Forest,PRISMA,Rep_1
Xanthophyceae,Bare Sediment,0,Random Forest,PRISMA,Rep_1
Bacillariophyceae,Magnoliosida,0,Random Forest,PRISMA,Rep_1
Bare Sediment,Magnoliosida,0,Random Forest,PRISMA,Rep_1
